ticker,zacks_x_ind_desc,comp_name,comp_name_2,country_code,market_val,pe_ratio_12m,price_per_sales,price_book,div_yield,cons_recom_curr,held_by_insiders_pct,held_by_institutions_pct,link,sector
MMV,Unclassified,multimetaverse-holdings,MultiMetaVerse Holdings,"Hong Kong, SAR China",70.94,0,0,0,0,0,29,36,<a href='https://www.macrotrends.net/stocks/charts/MMV/multimetaverse-holdings/stock-price-history'>MultiMetaVerse Holdings (MMV)</a>,Unclassified
QOMO,Unclassified,qomolangma-acquisition,Qomolangma Acquisition,United States,70.76,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/QOMO/qomolangma-acquisition/stock-price-history'>Qomolangma Acquisition (QOMO)</a>,Unclassified
LFAC,Unclassified,lf-capital-acquisition-ii,LF Capital Acquisition II,,66.56,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/LFAC/lf-capital-acquisition-ii/stock-price-history'>LF Capital Acquisition II (LFAC)</a>,Unclassified
AQU,Unclassified,aquaron-acquisition,Aquaron Acquisition,United States,65.71,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/AQU/aquaron-acquisition/stock-price-history'>Aquaron Acquisition (AQU)</a>,Unclassified
BWC,Unclassified,blue-whale-acquisition-corp-i,Blue Whale Acquisition Corp I,Cayman Islands,64.93,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/BWC/blue-whale-acquisition-corp-i/stock-price-history'>Blue Whale Acquisition Corp I (BWC)</a>,Unclassified
BSGA,Unclassified,blue-safari-group-acquisition,Blue Safari Group Acquisition,"Hong Kong, SAR China",63.99,0,0,0,0,0,0,76.96,<a href='https://www.macrotrends.net/stocks/charts/BSGA/blue-safari-group-acquisition/stock-price-history'>Blue Safari Group Acquisition (BSGA)</a>,Unclassified
CMCA,Unclassified,capitalworks-emerging-markets-acquisition,Capitalworks Emerging Markets Acquisition,United States,59.05,0,0,0,0,0,6.6,0,<a href='https://www.macrotrends.net/stocks/charts/CMCA/capitalworks-emerging-markets-acquisition/stock-price-history'>Capitalworks Emerging Markets Acquisition (CMCA)</a>,Unclassified
EDTX,Unclassified,edtechx-holdings-acquisition-ii,EdtechX Holdings Acquisition II,United Kingdom,54.12,30.74,0,0,0,0,40.3,78.37,<a href='https://www.macrotrends.net/stocks/charts/EDTX/edtechx-holdings-acquisition-ii/stock-price-history'>EdtechX Holdings Acquisition II (EDTX)</a>,Unclassified
VHNA,Unclassified,vahanna-tech-edge-acquisition-i,Vahanna Tech Edge Acquisition I,,51.58,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/VHNA/vahanna-tech-edge-acquisition-i/stock-price-history'>Vahanna Tech Edge Acquisition I (VHNA)</a>,Unclassified
ADOC,Unclassified,edoc-acquisition,Edoc Acquisition,,50.72,0,0,0,0,0,42.45,35.14,<a href='https://www.macrotrends.net/stocks/charts/ADOC/edoc-acquisition/stock-price-history'>Edoc Acquisition (ADOC)</a>,Unclassified
MTRY,Unclassified,monterey-bio-acquisition,Monterey Bio Acquisition,United States,50.61,0,0,0,0,0,20,0,<a href='https://www.macrotrends.net/stocks/charts/MTRY/monterey-bio-acquisition/stock-price-history'>Monterey Bio Acquisition (MTRY)</a>,Unclassified
GBBK,Unclassified,global-blockchain-acquisition,Global Blockchain Acquisition,,48.13,0,0,0,0,0,19.6,0,<a href='https://www.macrotrends.net/stocks/charts/GBBK/global-blockchain-acquisition/stock-price-history'>Global Blockchain Acquisition (GBBK)</a>,Unclassified
BRLI,Unclassified,brilliant-acquisition,Brilliant Acquisition,China,47.81,0,0,0,0,0,0.1,53.83,<a href='https://www.macrotrends.net/stocks/charts/BRLI/brilliant-acquisition/stock-price-history'>Brilliant Acquisition (BRLI)</a>,Unclassified
DHAC,Unclassified,digital-health-acquisition,Digital Health Acquisition,United States,43.94,0,0,0,0,0,1.91,0,<a href='https://www.macrotrends.net/stocks/charts/DHAC/digital-health-acquisition/stock-price-history'>Digital Health Acquisition (DHAC)</a>,Unclassified
RCAC,Unclassified,revelstone-capital-acquisition,Revelstone Capital Acquisition,United States,43.53,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/RCAC/revelstone-capital-acquisition/stock-price-history'>Revelstone Capital Acquisition (RCAC)</a>,Unclassified
AVCT,Unclassified,american-virtual-cloud-technologies,American Virtual Cloud Technologies,United States,43.19,0,2.16,2.09,0,0,39.3,8.1,<a href='https://www.macrotrends.net/stocks/charts/AVCT/american-virtual-cloud-technologies/stock-price-history'>American Virtual Cloud Technologies (AVCT)</a>,Unclassified
SMAP,Unclassified,sportsmap-tech-acquisition,SportsMap Tech Acquisition,United States,36.21,0,0,54.86,0,0,18.9,0,<a href='https://www.macrotrends.net/stocks/charts/SMAP/sportsmap-tech-acquisition/stock-price-history'>SportsMap Tech Acquisition (SMAP)</a>,Unclassified
ROCL,Unclassified,roth-ch-acquisition-v,Roth CH Acquisition V,,33.73,0,0,0,0,0,22,0,<a href='https://www.macrotrends.net/stocks/charts/ROCL/roth-ch-acquisition-v/stock-price-history'>Roth CH Acquisition V (ROCL)</a>,Unclassified
CLAY,Unclassified,chavant-capital-acquisition,Chavant Capital Acquisition,United States,30.59,0,0,0,0,0,57.8,26.26,<a href='https://www.macrotrends.net/stocks/charts/CLAY/chavant-capital-acquisition/stock-price-history'>Chavant Capital Acquisition (CLAY)</a>,Unclassified
SHUA,Unclassified,shuaa-partners-acquisition-corp-i,SHUAA Partners Acquisition Corp I,Cayman Islands,29.74,0,0,0,0,0,20,0,<a href='https://www.macrotrends.net/stocks/charts/SHUA/shuaa-partners-acquisition-corp-i/stock-price-history'>SHUAA Partners Acquisition Corp I (SHUA)</a>,Unclassified
CCTS,Unclassified,cactus-acquisition-1,Cactus Acquisition 1,United States,29.58,0,0,0,0,0,20,0,<a href='https://www.macrotrends.net/stocks/charts/CCTS/cactus-acquisition-1/stock-price-history'>Cactus Acquisition 1 (CCTS)</a>,Unclassified
MCAE,Unclassified,mountain-crest-acquisition-iii,Mountain Crest Acquisition III,United States,23.59,0,0,0,0,0,20.8,0,<a href='https://www.macrotrends.net/stocks/charts/MCAE/mountain-crest-acquisition-iii/stock-price-history'>Mountain Crest Acquisition III (MCAE)</a>,Unclassified
ASCA,Unclassified,a-spac-i-acquisition,A SPAC I Acquisition,Singapore,18.3,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/ASCA/a-spac-i-acquisition/stock-price-history'>A SPAC I Acquisition (ASCA)</a>,Unclassified
HUDA,Unclassified,hudson-acquisition-i,Hudson Acquisition I,United States,17.3,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/HUDA/hudson-acquisition-i/stock-price-history'>Hudson Acquisition I (HUDA)</a>,Unclassified
ZVSA,Unclassified,zyversa-therapeutics,ZyVersa Therapeutics,United States,16.15,0,0,0,0,0,3.35,62.5,<a href='https://www.macrotrends.net/stocks/charts/ZVSA/zyversa-therapeutics/stock-price-history'>ZyVersa Therapeutics (ZVSA)</a>,Unclassified
AMAO,Unclassified,american-acquisition-opportunity,American Acquisition Opportunity,United States,7.45,0,0,0,0,0,19.8,80.83,<a href='https://www.macrotrends.net/stocks/charts/AMAO/american-acquisition-opportunity/stock-price-history'>American Acquisition Opportunity (AMAO)</a>,Unclassified
WARR,Unclassified,warrior-technologies-acquisition,Warrior Technologies Acquisition,United States,0,0,0,0,0,0,20,1.29,<a href='https://www.macrotrends.net/stocks/charts/WARR/warrior-technologies-acquisition/stock-price-history'>Warrior Technologies Acquisition (WARR)</a>,Unclassified
RWOD,Unclassified,redwoods-acquisition,Redwoods Acquisition,United States,0,0,0,0,0,0,0,17.46,<a href='https://www.macrotrends.net/stocks/charts/RWOD/redwoods-acquisition/stock-price-history'>Redwoods Acquisition (RWOD)</a>,Unclassified
FSAC,Unclassified,federal-street-acquisition,Federal Street Acquisition,United States,0,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/FSAC/federal-street-acquisition/stock-price-history'>Federal Street Acquisition (FSAC)</a>,Unclassified
FLLC,Unclassified,fellazo,Fellazo,China,0,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/FLLC/fellazo/stock-price-history'>Fellazo (FLLC)</a>,Unclassified
ARBG,Unclassified,aequi-acquisition,Aequi Acquisition,United States,0,0,0,0,0,0,20,67.49,<a href='https://www.macrotrends.net/stocks/charts/ARBG/aequi-acquisition/stock-price-history'>Aequi Acquisition (ARBG)</a>,Unclassified
OTIS,Building & Construction Products - Misc.,otis-worldwide,Otis Worldwide,United States,34097.57,25.98,2.47,0,1.42,2.78,0.11,83.95,<a href='https://www.macrotrends.net/stocks/charts/OTIS/otis-worldwide/stock-price-history'>Otis Worldwide (OTIS)</a>,Construction
CRH,Building & Construction Products - Misc.,crh,CRH,Ireland,32673.52,0,0,1.54,1.1,1,0,5.51,<a href='https://www.macrotrends.net/stocks/charts/CRH/crh/stock-price-history'>CRH (CRH)</a>,Construction
URI,Building & Construction Products - Misc.,united-rentals,United Rentals,United States,26152.86,12.47,2.35,4.12,0,2.5,0.53,89.65,<a href='https://www.macrotrends.net/stocks/charts/URI/united-rentals/stock-price-history'>United Rentals (URI)</a>,Construction
MAS,Building & Construction Products - Misc.,masco,Masco,United States,11199.78,13.28,1.28,0,2.26,2.15,1.2,91.5,<a href='https://www.macrotrends.net/stocks/charts/MAS/masco/stock-price-history'>Masco (MAS)</a>,Construction
JHX,Building & Construction Products - Misc.,james-hardie-industries,James Hardie Industries,Ireland,8547.1,12.95,2.21,5.83,2.24,2.25,0,1.24,<a href='https://www.macrotrends.net/stocks/charts/JHX/james-hardie-industries/stock-price-history'>James Hardie Industries (JHX)</a>,Construction
OC,Building & Construction Products - Misc.,owens-corning-inc,Owens Corning Inc,United States,8392.38,7.22,0.87,1.8,2.32,2.71,0.44,94.59,<a href='https://www.macrotrends.net/stocks/charts/OC/owens-corning-inc/stock-price-history'>Owens Corning Inc (OC)</a>,Construction
WMS,Building & Construction Products - Misc.,advanced-drainage-systems,Advanced Drainage Systems,United States,6869.57,14.22,2.15,6.51,0.58,1.1,9.33,83.46,<a href='https://www.macrotrends.net/stocks/charts/WMS/advanced-drainage-systems/stock-price-history'>Advanced Drainage Systems (WMS)</a>,Construction
BLD,Building & Construction Products - Misc.,topbuild,TopBuild,United States,5303.57,10.47,1.1,2.89,0,2.25,0.47,95.56,<a href='https://www.macrotrends.net/stocks/charts/BLD/topbuild/stock-price-history'>TopBuild (BLD)</a>,Construction
SSD,Building & Construction Products - Misc.,simpson-manufacturing,Simpson Manufacturing,United States,4099.19,12.01,1.99,3.11,1.08,1.67,0.6,91.47,<a href='https://www.macrotrends.net/stocks/charts/SSD/simpson-manufacturing/stock-price-history'>Simpson Manufacturing (SSD)</a>,Construction
AWI,Building & Construction Products - Misc.,armstrong-world-industries,Armstrong World Industries,United States,3275.85,15.07,2.7,6.29,1.42,2.33,1.8,0,<a href='https://www.macrotrends.net/stocks/charts/AWI/armstrong-world-industries/stock-price-history'>Armstrong World Industries (AWI)</a>,Construction
IBP,Building & Construction Products - Misc.,installed-building-products,Installed Building Products,United States,2652.11,11.66,1.05,5.8,1.36,3,17.9,77.9,<a href='https://www.macrotrends.net/stocks/charts/IBP/installed-building-products/stock-price-history'>Installed Building Products (IBP)</a>,Construction
ACA,Building & Construction Products - Misc.,arcosa,Arcosa,United States,2598.57,22.87,1.15,1.28,0.37,1.67,0.76,88.88,<a href='https://www.macrotrends.net/stocks/charts/ACA/arcosa/stock-price-history'>Arcosa (ACA)</a>,Construction
FTDR,Building & Construction Products - Misc.,frontdoor,Frontdoor,United States,1780.62,17.76,1.07,37.88,0,3,0.68,0,<a href='https://www.macrotrends.net/stocks/charts/FTDR/frontdoor/stock-price-history'>Frontdoor (FTDR)</a>,Construction
HLMN,Building & Construction Products - Misc.,hillman-solutions,Hillman Solutions,United States,1530.53,18.3,1.03,1.31,0,1.17,2.9,0,<a href='https://www.macrotrends.net/stocks/charts/HLMN/hillman-solutions/stock-price-history'>Hillman Solutions (HLMN)</a>,Construction
ROCK,Building & Construction Products - Misc.,gibraltar-industries,Gibraltar Industries,United States,1466.47,14.7,1.04,1.78,0,1,0.5,98.18,<a href='https://www.macrotrends.net/stocks/charts/ROCK/gibraltar-industries/stock-price-history'>Gibraltar Industries (ROCK)</a>,Construction
JBI,Building & Construction Products - Misc.,janus,Janus,United States,1428.34,14.54,1.46,4.23,0,1.4,44.75,87.45,<a href='https://www.macrotrends.net/stocks/charts/JBI/janus/stock-price-history'>Janus (JBI)</a>,Construction
ROAD,Building & Construction Products - Misc.,construction-partners,Construction Partners,United States,1405.27,65.05,1.08,3.07,0,1.33,24.35,75.88,<a href='https://www.macrotrends.net/stocks/charts/ROAD/construction-partners/stock-price-history'>Construction Partners (ROAD)</a>,Construction
PGTI,Building & Construction Products - Misc.,pgt,PGT,United States,1106.36,9.46,0.76,1.8,0,1.8,4.5,84.29,<a href='https://www.macrotrends.net/stocks/charts/PGTI/pgt/stock-price-history'>PGT (PGTI)</a>,Construction
NX,Building & Construction Products - Misc.,quanex-building-products,Quanex Building Products,United States,786.51,8.86,0.64,1.69,1.35,2,2.57,98.49,<a href='https://www.macrotrends.net/stocks/charts/NX/quanex-building-products/stock-price-history'>Quanex Building Products (NX)</a>,Construction
AGX,Building & Construction Products - Misc.,argan,Argan,United States,502.05,18.49,1.09,1.89,2.7,0,9.52,83.84,<a href='https://www.macrotrends.net/stocks/charts/AGX/argan/stock-price-history'>Argan (AGX)</a>,Construction
ASPN,Building & Construction Products - Misc.,aspen-aerogels,Aspen Aerogels,United States,454.5,0,2.99,2.46,0,1,9.5,0,<a href='https://www.macrotrends.net/stocks/charts/ASPN/aspen-aerogels/stock-price-history'>Aspen Aerogels (ASPN)</a>,Construction
SWIM,Building & Construction Products - Misc.,latham,Latham,United States,379.47,36,0.52,0.95,0,2.11,7.6,31,<a href='https://www.macrotrends.net/stocks/charts/SWIM/latham/stock-price-history'>Latham (SWIM)</a>,Construction
CSTE,Building & Construction Products - Misc.,caesarstone,Caesarstone,Israel,223.04,20.22,0.32,0.45,12.29,2,0,44.84,<a href='https://www.macrotrends.net/stocks/charts/CSTE/caesarstone/stock-price-history'>Caesarstone (CSTE)</a>,Construction
AENZ,Building & Construction Products - Misc.,grana-y-montero-saa,Grana Y Montero S.A.A,Peru,184.08,0,0,0.51,0,0,27.43,17.24,<a href='https://www.macrotrends.net/stocks/charts/AENZ/grana-y-montero-saa/stock-price-history'>Grana Y Montero S.A.A (AENZ)</a>,Construction
DRTT,Building & Construction Products - Misc.,dirtt-environmental-solutions,DIRTT Environmental Solutions,Canada,68.25,0,0.4,2.93,0,0,6.7,79.01,<a href='https://www.macrotrends.net/stocks/charts/DRTT/dirtt-environmental-solutions/stock-price-history'>DIRTT Environmental Solutions (DRTT)</a>,Construction
TBLT,Building & Construction Products - Misc.,toughbuilt-industries,ToughBuilt Industries,United States,26.5,0,0.29,0.53,0,1,0.04,11.16,<a href='https://www.macrotrends.net/stocks/charts/TBLT/toughbuilt-industries/stock-price-history'>ToughBuilt Industries (TBLT)</a>,Construction
NWHM,Building & Construction Products - Misc.,new-home,New Home,United States,0,0,0,0,0,0,28.2,0,<a href='https://www.macrotrends.net/stocks/charts/NWHM/new-home/stock-price-history'>New Home (NWHM)</a>,Construction
DHI,Building - Residential and Commercial,dr-horton,D.R Horton,United States,32242.8,5.66,0.96,1.64,1.07,1.47,0.61,84.87,<a href='https://www.macrotrends.net/stocks/charts/DHI/dr-horton/stock-price-history'>D.R Horton (DHI)</a>,Construction
LEN,Building - Residential and Commercial,lennar,Lennar,United States,27853,5.44,0.83,1.15,1.57,1.93,9.08,82.68,<a href='https://www.macrotrends.net/stocks/charts/LEN/lennar/stock-price-history'>Lennar (LEN)</a>,Construction
LEN.B,Building - Residential and Commercial,lennar,Lennar,United States,23060.39,4.5,0.68,0.95,1.89,0,14.95,3.77,<a href='https://www.macrotrends.net/stocks/charts/LEN_B/lennar/stock-price-history'>Lennar (LEN_B)</a>,Construction
NVR,Building - Residential and Commercial,nvr,NVR,United States,15330.09,10.71,1.56,5.1,0,2.2,10.6,82.96,<a href='https://www.macrotrends.net/stocks/charts/NVR/nvr/stock-price-history'>NVR (NVR)</a>,Construction
PHM,Building - Residential and Commercial,pultegroup,PulteGroup,United States,11005.97,4.95,0.71,1.35,1.32,2,0.71,88.07,<a href='https://www.macrotrends.net/stocks/charts/PHM/pultegroup/stock-price-history'>PulteGroup (PHM)</a>,Construction
TOL,Building - Residential and Commercial,toll-brothers,Toll Brothers,United States,5880.71,5.25,0.57,1,1.51,2.82,8.28,82.74,<a href='https://www.macrotrends.net/stocks/charts/TOL/toll-brothers/stock-price-history'>Toll Brothers (TOL)</a>,Construction
MTH,Building - Residential and Commercial,meritage-homes,Meritage Homes,United States,3649.82,3.85,0.63,0.99,0,2.33,1.8,95.63,<a href='https://www.macrotrends.net/stocks/charts/MTH/meritage-homes/stock-price-history'>Meritage Homes (MTH)</a>,Construction
TMHC,Building - Residential and Commercial,taylor-morrison-home,Taylor Morrison Home,United States,3541.85,3.79,0.43,0.8,0,2.43,5.2,96.33,<a href='https://www.macrotrends.net/stocks/charts/TMHC/taylor-morrison-home/stock-price-history'>Taylor Morrison Home (TMHC)</a>,Construction
KBH,Building - Residential and Commercial,kb-home,KB Home,United States,2956.94,4.04,0.45,0.85,1.74,1.58,3.9,89.29,<a href='https://www.macrotrends.net/stocks/charts/KBH/kb-home/stock-price-history'>KB Home (KBH)</a>,Construction
MDC,Building - Residential and Commercial,mdc-holdings,M.D.C Holdings,United States,2457.19,3.92,0.43,0.82,5.8,3.8,24.2,82.21,<a href='https://www.macrotrends.net/stocks/charts/MDC/mdc-holdings/stock-price-history'>M.D.C Holdings (MDC)</a>,Construction
TPH,Building - Residential and Commercial,tri-pointe-homes,Tri Pointe Homes,United States,2039.47,4.11,0.51,0.78,0,2,1.7,99.41,<a href='https://www.macrotrends.net/stocks/charts/TPH/tri-pointe-homes/stock-price-history'>Tri Pointe Homes (TPH)</a>,Construction
CCS,Building - Residential and Commercial,century-communities,Century Communities,United States,1743.98,3.02,0.38,0.84,1.46,2.6,11.9,88.86,<a href='https://www.macrotrends.net/stocks/charts/CCS/century-communities/stock-price-history'>Century Communities (CCS)</a>,Construction
MHO,Building - Residential and Commercial,m-i-homes,M/I Homes,United States,1381.6,3.06,0.35,0.71,0,1,3.6,92.42,<a href='https://www.macrotrends.net/stocks/charts/MHO/m-i-homes/stock-price-history'>M/I Homes (MHO)</a>,Construction
DFH,Building - Residential and Commercial,dream-finders-homes,Dream Finders Homes,United States,938.73,4.58,0.3,1.67,0,3,74.28,20.73,<a href='https://www.macrotrends.net/stocks/charts/DFH/dream-finders-homes/stock-price-history'>Dream Finders Homes (DFH)</a>,Construction
LOMA,Building - Residential and Commercial,loma-negra-compania-industrial-argentina-sa,Loma Negra Compania Industrial Argentina S.A,Argentina,819.56,0,0.98,1.15,17.27,3.33,0,17.18,<a href='https://www.macrotrends.net/stocks/charts/LOMA/loma-negra-compania-industrial-argentina-sa/stock-price-history'>Loma Negra Compania Industrial Argentina S.A (LOMA)</a>,Construction
BZH,Building - Residential and Commercial,beazer-homes-usa,Beazer Homes USA,United States,422.56,1.88,0.18,0.45,0,2,6.99,78.95,<a href='https://www.macrotrends.net/stocks/charts/BZH/beazer-homes-usa/stock-price-history'>Beazer Homes USA (BZH)</a>,Construction
HOV,Building - Residential and Commercial,hovnanian-enterprises-inc,Hovnanian Enterprises Inc,United States,267.08,1.41,0.09,1.02,0,0,19.19,44.59,<a href='https://www.macrotrends.net/stocks/charts/HOV/hovnanian-enterprises-inc/stock-price-history'>Hovnanian Enterprises Inc (HOV)</a>,Construction
HMPT,Building - Residential and Commercial,home-point-capital,Home Point Capital,United States,229.71,0,0.55,0.36,0,3.38,2.2,94.01,<a href='https://www.macrotrends.net/stocks/charts/HMPT/home-point-capital/stock-price-history'>Home Point Capital (HMPT)</a>,Construction
LSEA,Building - Residential and Commercial,landsea-homes,Landsea Homes,United States,218.67,1.84,0.15,0.32,0,2.33,76.1,12.63,<a href='https://www.macrotrends.net/stocks/charts/LSEA/landsea-homes/stock-price-history'>Landsea Homes (LSEA)</a>,Construction
CHCI,Building - Residential and Commercial,comstock-holding,Comstock Holding,United States,36.74,0,0.97,1.34,0,0,68.62,6.09,<a href='https://www.macrotrends.net/stocks/charts/CHCI/comstock-holding/stock-price-history'>Comstock Holding (CHCI)</a>,Construction
PWR,Engineering - Research & Development Services,quanta-services,Quanta Services,United States,19880.41,24.45,1.2,3.83,0.23,1.36,1.3,89.29,<a href='https://www.macrotrends.net/stocks/charts/PWR/quanta-services/stock-price-history'>Quanta Services (PWR)</a>,Construction
HWM,Engineering - Research & Development Services,howmet-aerospace,Howmet Aerospace,United States,16738.79,30.65,3.08,5.2,0.4,1.25,0.64,91.49,<a href='https://www.macrotrends.net/stocks/charts/HWM/howmet-aerospace/stock-price-history'>Howmet Aerospace (HWM)</a>,Construction
ACM,Engineering - Research & Development Services,aecom,AECOM,United States,11528.77,23.96,0.88,4.46,0.87,1.17,0.41,84.26,<a href='https://www.macrotrends.net/stocks/charts/ACM/aecom/stock-price-history'>AECOM (ACM)</a>,Construction
KBR,Engineering - Research & Development Services,kbr,KBR,United States,6932.52,18.58,0.93,4.42,0.95,1,0.91,0,<a href='https://www.macrotrends.net/stocks/charts/KBR/kbr/stock-price-history'>KBR (KBR)</a>,Construction
CHX,Engineering - Research & Development Services,championx,ChampionX,United States,5946.9,27.37,1.63,3.51,1.01,1.5,1.1,98.46,<a href='https://www.macrotrends.net/stocks/charts/CHX/championx/stock-price-history'>ChampionX (CHX)</a>,Construction
FLR,Engineering - Research & Development Services,fluor,Fluor,United States,4616.45,48.49,0.35,2.4,0,2.43,1.01,94.28,<a href='https://www.macrotrends.net/stocks/charts/FLR/fluor/stock-price-history'>Fluor (FLR)</a>,Construction
ALTR,Engineering - Research & Development Services,altair-engineering,Altair Engineering,United States,3762.69,0,6.81,7.03,0,2,22.65,61.66,<a href='https://www.macrotrends.net/stocks/charts/ALTR/altair-engineering/stock-price-history'>Altair Engineering (ALTR)</a>,Construction
GTES,Engineering - Research & Development Services,gates-industrial,Gates Industrial,United States,3503.18,11.18,1.01,1.08,0,2.14,2.4,0,<a href='https://www.macrotrends.net/stocks/charts/GTES/gates-industrial/stock-price-history'>Gates Industrial (GTES)</a>,Construction
CINT,Engineering - Research & Development Services,ci-t,CI&T,Brazil,1023.21,0,0,4.85,0,1.88,0,9.36,<a href='https://www.macrotrends.net/stocks/charts/CINT/ci-t/stock-price-history'>CI&T (CINT)</a>,Construction
STRL,Engineering - Research & Development Services,sterling-infrastructure,Sterling Infrastructure,United States,969.94,11.26,0.52,2.2,0,2,4.2,77.74,<a href='https://www.macrotrends.net/stocks/charts/STRL/sterling-infrastructure/stock-price-history'>Sterling Infrastructure (STRL)</a>,Construction
VSEC,Engineering - Research & Development Services,vse,VSE,United States,616.43,17.45,0.67,1.38,0.83,1.33,17.4,80.64,<a href='https://www.macrotrends.net/stocks/charts/VSEC/vse/stock-price-history'>VSE (VSEC)</a>,Construction
MEC,Engineering - Research & Development Services,mayville-engineering,Mayville Engineering,United States,261.64,19.36,0.5,1.22,0,1,9.5,31.45,<a href='https://www.macrotrends.net/stocks/charts/MEC/mayville-engineering/stock-price-history'>Mayville Engineering (MEC)</a>,Construction
WLDN,Engineering - Research & Development Services,willdan,Willdan,United States,240.9,51.77,0.59,1.34,0,1,12.8,78.7,<a href='https://www.macrotrends.net/stocks/charts/WLDN/willdan/stock-price-history'>Willdan (WLDN)</a>,Construction
ATCX,Engineering - Research & Development Services,atlas-technical-consultants,Atlas Technical Consultants,United States,226.59,13.49,0.38,0,0,1,3.9,28.13,<a href='https://www.macrotrends.net/stocks/charts/ATCX/atlas-technical-consultants/stock-price-history'>Atlas Technical Consultants (ATCX)</a>,Construction
GLT,Engineering - Research & Development Services,glatfelter,Glatfelter,United States,128.12,0,0.09,0.4,0,0,1.6,89.07,<a href='https://www.macrotrends.net/stocks/charts/GLT/glatfelter/stock-price-history'>Glatfelter (GLT)</a>,Construction
TURN,Engineering - Research & Development Services,harris-harris,Harris & Harris,United States,55.08,0,0,0,0,0,8.2,29.38,<a href='https://www.macrotrends.net/stocks/charts/TURN/harris-harris/stock-price-history'>Harris & Harris (TURN)</a>,Construction
WY,Building Products - Wood,weyerhaeuser,Weyerhaeuser,United States,23262.34,9.64,2.2,2.15,2.28,2.25,0.22,80.86,<a href='https://www.macrotrends.net/stocks/charts/WY/weyerhaeuser/stock-price-history'>Weyerhaeuser (WY)</a>,Construction
FND,Building Products - Wood,floor-decor-holdings,Floor & Decor Holdings,United States,8181.67,30,1.98,5.17,0,1.63,2.7,0,<a href='https://www.macrotrends.net/stocks/charts/FND/floor-decor-holdings/stock-price-history'>Floor & Decor Holdings (FND)</a>,Construction
UFPI,Building Products - Wood,ufp-industries,UFP Industries,United States,5082.63,7.44,0.52,2.06,1.21,1.5,3.74,81.69,<a href='https://www.macrotrends.net/stocks/charts/UFPI/ufp-industries/stock-price-history'>UFP Industries (UFPI)</a>,Construction
RYN,Building Products - Wood,rayonier,Rayonier,United States,5045.77,66.27,5.45,2.77,3.31,3.33,0.62,82.87,<a href='https://www.macrotrends.net/stocks/charts/RYN/rayonier/stock-price-history'>Rayonier (RYN)</a>,Construction
TREX,Building Products - Wood,trex,Trex,United States,5036.99,21.86,4.14,9.05,0,2.31,0.63,94.64,<a href='https://www.macrotrends.net/stocks/charts/TREX/trex/stock-price-history'>Trex (TREX)</a>,Construction
LPX,Building Products - Wood,louisiana-pacific,Louisiana-Pacific,United States,4443.69,4.68,1.03,3.36,1.42,2.5,1.26,99.23,<a href='https://www.macrotrends.net/stocks/charts/LPX/louisiana-pacific/stock-price-history'>Louisiana-Pacific (LPX)</a>,Construction
PCH,Building Products - Wood,potlatch,Potlatch,United States,3596.17,8.18,2.71,1.5,4.04,1.83,2,80.36,<a href='https://www.macrotrends.net/stocks/charts/PCH/potlatch/stock-price-history'>Potlatch (PCH)</a>,Construction
EVA,Building Products - Wood,enviva,Enviva,United States,3170.92,0,2.8,8.31,7.61,1.8,13.3,83.41,<a href='https://www.macrotrends.net/stocks/charts/EVA/enviva/stock-price-history'>Enviva (EVA)</a>,Construction
BCC,Building Products - Wood,"boise-cascade,-llc","Boise Cascade, L.L.C",United States,2697.83,2.99,0.32,1.36,0.88,2.8,0.89,92.78,"<a href='https://www.macrotrends.net/stocks/charts/BCC/boise-cascade,-llc/stock-price-history'>Boise Cascade, L.L.C (BCC)</a>",Construction
DOOR,Building Products - Wood,masonite,Masonite,United States,1914.18,8.58,0.67,2.75,0,1.11,1,98.67,<a href='https://www.macrotrends.net/stocks/charts/DOOR/masonite/stock-price-history'>Masonite (DOOR)</a>,Construction
JELD,Building Products - Wood,jeld-wen-holding,JELD-WEN Holding,United States,936.99,5.79,0.18,1.5,0,2.85,1.81,94.97,<a href='https://www.macrotrends.net/stocks/charts/JELD/jeld-wen-holding/stock-price-history'>JELD-WEN Holding (JELD)</a>,Construction
BXC,Building Products - Wood,bluelinx-holdings,BlueLinx Holdings,United States,672.24,2.17,0.15,1.21,0,1,4.6,84.9,<a href='https://www.macrotrends.net/stocks/charts/BXC/bluelinx-holdings/stock-price-history'>BlueLinx Holdings (BXC)</a>,Construction
VMC,"Building - Cement, Concrete and Aggregates",vulcan-materials,Vulcan Materials,United States,24103.99,34.28,3.35,3.5,0.88,1.42,0.57,90.08,<a href='https://www.macrotrends.net/stocks/charts/VMC/vulcan-materials/stock-price-history'>Vulcan Materials (VMC)</a>,Construction
