ticker,zacks_x_ind_desc,comp_name,comp_name_2,country_code,market_val,pe_ratio_12m,price_per_sales,price_book,div_yield,cons_recom_curr,held_by_insiders_pct,held_by_institutions_pct,link,sector
TWNI,Unclassified,tailwind-acquisition,Tailwind Acquisition,United States,435.99,0,0,0,0,0,20,73.17,<a href='https://www.macrotrends.net/stocks/charts/TWNI/tailwind-acquisition/stock-price-history'>Tailwind Acquisition (TWNI)</a>,Unclassified
FACT,Unclassified,freedom-acquisition-i,Freedom Acquisition I,United States,435.99,0,0,0,0,0,0.12,52.94,<a href='https://www.macrotrends.net/stocks/charts/FACT/freedom-acquisition-i/stock-price-history'>Freedom Acquisition I (FACT)</a>,Unclassified
DHHC,Unclassified,diamondhead-holdings,DiamondHead Holdings,United States,434.27,0,0,0,0,0,20,74,<a href='https://www.macrotrends.net/stocks/charts/DHHC/diamondhead-holdings/stock-price-history'>DiamondHead Holdings (DHHC)</a>,Unclassified
TIOA,Unclassified,tio-tech-a,Tio Tech A,Germany,433.86,0,0,0,0,0,0,60.46,<a href='https://www.macrotrends.net/stocks/charts/TIOA/tio-tech-a/stock-price-history'>Tio Tech A (TIOA)</a>,Unclassified
PTOC,Unclassified,pine-technology-acquisition,Pine Technology Acquisition,United States,433.14,0,0,0,0,0,0,74.24,<a href='https://www.macrotrends.net/stocks/charts/PTOC/pine-technology-acquisition/stock-price-history'>Pine Technology Acquisition (PTOC)</a>,Unclassified
NFYS,Unclassified,enphys-acquisition,Enphys Acquisition,United States,432.54,0,0,0,0,0,0,78.39,<a href='https://www.macrotrends.net/stocks/charts/NFYS/enphys-acquisition/stock-price-history'>Enphys Acquisition (NFYS)</a>,Unclassified
ACAH,Unclassified,atlantic-coastal-acquisition,Atlantic Coastal Acquisition,United States,432.49,0,0,0,0,0,0,72.48,<a href='https://www.macrotrends.net/stocks/charts/ACAH/atlantic-coastal-acquisition/stock-price-history'>Atlantic Coastal Acquisition (ACAH)</a>,Unclassified
FMIV,Unclassified,forum-merger-iv,Forum Merger IV,United States,431.76,0,0,0,0,0,0,72.64,<a href='https://www.macrotrends.net/stocks/charts/FMIV/forum-merger-iv/stock-price-history'>Forum Merger IV (FMIV)</a>,Unclassified
TRTL,Unclassified,tortoiseecofin-acquisition-iii,TortoiseEcofin Acquisition III,United States,431.25,0,0,0,0,0,0,71.01,<a href='https://www.macrotrends.net/stocks/charts/TRTL/tortoiseecofin-acquisition-iii/stock-price-history'>TortoiseEcofin Acquisition III (TRTL)</a>,Unclassified
ACRO,Unclassified,acropolis-infrastructure-acquisition,Acropolis Infrastructure Acquisition,United States,429.52,0,0,0,0,0,0,68.81,<a href='https://www.macrotrends.net/stocks/charts/ACRO/acropolis-infrastructure-acquisition/stock-price-history'>Acropolis Infrastructure Acquisition (ACRO)</a>,Unclassified
SUAC,Unclassified,shoulderup-technology-acquisition,ShoulderUp Technology Acquisition,United States,428.45,0,0,0,0,0,28.2,68.28,<a href='https://www.macrotrends.net/stocks/charts/SUAC/shoulderup-technology-acquisition/stock-price-history'>ShoulderUp Technology Acquisition (SUAC)</a>,Unclassified
GFX,Unclassified,golden-falcon-acquisition,Golden Falcon Acquisition,United States,426.94,0,0,0,0,0,20,69.34,<a href='https://www.macrotrends.net/stocks/charts/GFX/golden-falcon-acquisition/stock-price-history'>Golden Falcon Acquisition (GFX)</a>,Unclassified
BCSA,Unclassified,blockchain-coinvestors-acquisition-i,Blockchain Coinvestors Acquisition I,Cayman Islands,426.03,0,0,0,0,0,27.4,66.03,<a href='https://www.macrotrends.net/stocks/charts/BCSA/blockchain-coinvestors-acquisition-i/stock-price-history'>Blockchain Coinvestors Acquisition I (BCSA)</a>,Unclassified
DGNU,Unclassified,dragoneer-growth-opportunities-iii,Dragoneer Growth Opportunities III,United States,424.65,0,0,0,0,0,0,96.93,<a href='https://www.macrotrends.net/stocks/charts/DGNU/dragoneer-growth-opportunities-iii/stock-price-history'>Dragoneer Growth Opportunities III (DGNU)</a>,Unclassified
BYTS,Unclassified,byte-acquisition,BYTE Acquisition,United States,418.23,0,0,0,0,0,0,66.4,<a href='https://www.macrotrends.net/stocks/charts/BYTS/byte-acquisition/stock-price-history'>BYTE Acquisition (BYTS)</a>,Unclassified
GSQD,Unclassified,g-squared-ascend-i,G Squared Ascend I,United States,417.93,0,0,0,0,0,1.2,76.7,<a href='https://www.macrotrends.net/stocks/charts/GSQD/g-squared-ascend-i/stock-price-history'>G Squared Ascend I (GSQD)</a>,Unclassified
GATE,Unclassified,marblegate-acquisition,Marblegate Acquisition,United States,412.96,0,0,0,0,0,20.48,70.5,<a href='https://www.macrotrends.net/stocks/charts/GATE/marblegate-acquisition/stock-price-history'>Marblegate Acquisition (GATE)</a>,Unclassified
VCXB,Unclassified,10x-capital-venture-acquisition-iii,10X Capital Venture Acquisition III,United States,411.53,0,0,0,0,0,26.44,57.66,<a href='https://www.macrotrends.net/stocks/charts/VCXB/10x-capital-venture-acquisition-iii/stock-price-history'>10X Capital Venture Acquisition III (VCXB)</a>,Unclassified
PFDR,Unclassified,pathfinder-acquisition,Pathfinder Acquisition,United States,409.5,0,0,0,0,0,20,77.81,<a href='https://www.macrotrends.net/stocks/charts/PFDR/pathfinder-acquisition/stock-price-history'>Pathfinder Acquisition (PFDR)</a>,Unclassified
LEGA,Unclassified,lead-edge-growth-opportunities,Lead Edge Growth Opportunities,United States,408.64,0,0,0,0,0,0.65,79.37,<a href='https://www.macrotrends.net/stocks/charts/LEGA/lead-edge-growth-opportunities/stock-price-history'>Lead Edge Growth Opportunities (LEGA)</a>,Unclassified
DCRD,Unclassified,decarbonization-plus-acquisition-iv,Decarbonization Plus Acquisition IV,United States,404.4,0,0,0,0,0,20,78.8,<a href='https://www.macrotrends.net/stocks/charts/DCRD/decarbonization-plus-acquisition-iv/stock-price-history'>Decarbonization Plus Acquisition IV (DCRD)</a>,Unclassified
PLMI,Unclassified,plum-acquisition-i,Plum Acquisition I,United States,403.41,0,0,0,0,0,20,69.38,<a href='https://www.macrotrends.net/stocks/charts/PLMI/plum-acquisition-i/stock-price-history'>Plum Acquisition I (PLMI)</a>,Unclassified
YTPG,Unclassified,tpg-pace-beneficial-ii,TPG Pace Beneficial II,United States,402.62,0,0,0,0,0,0,87.88,<a href='https://www.macrotrends.net/stocks/charts/YTPG/tpg-pace-beneficial-ii/stock-price-history'>TPG Pace Beneficial II (YTPG)</a>,Unclassified
CSTA,Unclassified,constellation-acquisition-i,Constellation Acquisition I,United States,401.4,0,0,0,0,0,26.75,71.58,<a href='https://www.macrotrends.net/stocks/charts/CSTA/constellation-acquisition-i/stock-price-history'>Constellation Acquisition I (CSTA)</a>,Unclassified
GSRM,Unclassified,gsr-ii-meteora-acquisition,GSR II Meteora Acquisition,United States,400.45,0,0,0,0,0,0.2,62.52,<a href='https://www.macrotrends.net/stocks/charts/GSRM/gsr-ii-meteora-acquisition/stock-price-history'>GSR II Meteora Acquisition (GSRM)</a>,Unclassified
ANAC,Unclassified,arctos-northstar-acquisition,Arctos NorthStar Acquisition,United States,399.66,0,0,0,0,0,0,71.06,<a href='https://www.macrotrends.net/stocks/charts/ANAC/arctos-northstar-acquisition/stock-price-history'>Arctos NorthStar Acquisition (ANAC)</a>,Unclassified
SDAC,Unclassified,sustainable-development-acquisition-i,Sustainable Development Acquisition I,United States,399.07,0,0,0,0,0,0,68.98,<a href='https://www.macrotrends.net/stocks/charts/SDAC/sustainable-development-acquisition-i/stock-price-history'>Sustainable Development Acquisition I (SDAC)</a>,Unclassified
ENTF,Unclassified,enterprise-40-technology-acquisition,Enterprise 4.0 Technology Acquisition,United States,393.46,0,0,0,0,0,0,61.83,<a href='https://www.macrotrends.net/stocks/charts/ENTF/enterprise-40-technology-acquisition/stock-price-history'>Enterprise 4.0 Technology Acquisition (ENTF)</a>,Unclassified
DHCA,Unclassified,dhc-acquisition,DHC Acquisition,United States,391.15,0,0,0,0,0,20.01,71.68,<a href='https://www.macrotrends.net/stocks/charts/DHCA/dhc-acquisition/stock-price-history'>DHC Acquisition (DHCA)</a>,Unclassified
BRKH,Unclassified,burtech-acquisition,BurTech Acquisition,United States,390.02,0,0,0,0,0,26.6,50.37,<a href='https://www.macrotrends.net/stocks/charts/BRKH/burtech-acquisition/stock-price-history'>BurTech Acquisition (BRKH)</a>,Unclassified
ESM,Unclassified,esm-acquisition,ESM Acquisition,United States,387.9,0,0,0,0,0,20,70.54,<a href='https://www.macrotrends.net/stocks/charts/ESM/esm-acquisition/stock-price-history'>ESM Acquisition (ESM)</a>,Unclassified
ACDI,Unclassified,ascendant-digital-acquisition-iii,Ascendant Digital Acquisition III,United States,387.19,0,0,0,0,0,0,71.4,<a href='https://www.macrotrends.net/stocks/charts/ACDI/ascendant-digital-acquisition-iii/stock-price-history'>Ascendant Digital Acquisition III (ACDI)</a>,Unclassified
FSRX,Unclassified,finserv-acquisition-ii,FinServ Acquisition II,United States,385.68,0,0,0,0,0,0,66.16,<a href='https://www.macrotrends.net/stocks/charts/FSRX/finserv-acquisition-ii/stock-price-history'>FinServ Acquisition II (FSRX)</a>,Unclassified
KRNL,Unclassified,kernels,Kernels,United States,385.56,0,0,0,0,0,20.2,72.41,<a href='https://www.macrotrends.net/stocks/charts/KRNL/kernels/stock-price-history'>Kernels (KRNL)</a>,Unclassified
PPYA,Unclassified,papaya-growth-opportunity-i,Papaya Growth Opportunity I,United States,385.48,0,0,0,0,0,23.1,60.03,<a href='https://www.macrotrends.net/stocks/charts/PPYA/papaya-growth-opportunity-i/stock-price-history'>Papaya Growth Opportunity I (PPYA)</a>,Unclassified
PIAI,Unclassified,prime-impact-acquisition-i,Prime Impact Acquisition I,,384.29,0,0,0,0,0,0.2,17.94,<a href='https://www.macrotrends.net/stocks/charts/PIAI/prime-impact-acquisition-i/stock-price-history'>Prime Impact Acquisition I (PIAI)</a>,Unclassified
ACAB,Unclassified,atlantic-coastal-acquisition-ii,Atlantic Coastal Acquisition II,United States,384,0,0,0,0,0,19.87,62.67,<a href='https://www.macrotrends.net/stocks/charts/ACAB/atlantic-coastal-acquisition-ii/stock-price-history'>Atlantic Coastal Acquisition II (ACAB)</a>,Unclassified
AHRN,Unclassified,ahren-acquisition,Ahren Acquisition,Cayman Islands,383.62,0,0,0,0,0,20,77.71,<a href='https://www.macrotrends.net/stocks/charts/AHRN/ahren-acquisition/stock-price-history'>Ahren Acquisition (AHRN)</a>,Unclassified
CHAA,Unclassified,catcha-investment,Catcha Investment,Singapore,382.47,38.81,0,0,0,0,20,74.78,<a href='https://www.macrotrends.net/stocks/charts/CHAA/catcha-investment/stock-price-history'>Catcha Investment (CHAA)</a>,Unclassified
JUN,Unclassified,juniper-ii,Juniper II,United States,381.97,0,0,0,0,0,19.91,70.65,<a href='https://www.macrotrends.net/stocks/charts/JUN/juniper-ii/stock-price-history'>Juniper II (JUN)</a>,Unclassified
MBSC,Unclassified,m3-brigade-acquisition-iii,M3-Brigade Acquisition III,United States,381.38,0,0,0,0,0,20,76.89,<a href='https://www.macrotrends.net/stocks/charts/MBSC/m3-brigade-acquisition-iii/stock-price-history'>M3-Brigade Acquisition III (MBSC)</a>,Unclassified
GPAC,Unclassified,global-partner-acquisition-corp-ii,Global Partner Acquisition Corp II,United States,379.88,0,0,0,0,0,20,87.77,<a href='https://www.macrotrends.net/stocks/charts/GPAC/global-partner-acquisition-corp-ii/stock-price-history'>Global Partner Acquisition Corp II (GPAC)</a>,Unclassified
GXII,Unclassified,gx-acquisition-ii,GX Acquisition II,United States,375.75,0,0,0,0,0,0,75.41,<a href='https://www.macrotrends.net/stocks/charts/GXII/gx-acquisition-ii/stock-price-history'>GX Acquisition II (GXII)</a>,Unclassified
GOGN,Unclassified,gogreen-investments,GoGreen Investments,United States,372.68,0,0,0,0,0,0,65.18,<a href='https://www.macrotrends.net/stocks/charts/GOGN/gogreen-investments/stock-price-history'>GoGreen Investments (GOGN)</a>,Unclassified
PRSR,Unclassified,prospector-capital,Prospector Capital,United States,372.38,0,0,0,0,0,0,75.42,<a href='https://www.macrotrends.net/stocks/charts/PRSR/prospector-capital/stock-price-history'>Prospector Capital (PRSR)</a>,Unclassified
HORI,Unclassified,emerging-markets-horizon,Emerging Markets Horizon,United Kingdom,368.72,0,0,0,0,0,0.1,63.36,<a href='https://www.macrotrends.net/stocks/charts/HORI/emerging-markets-horizon/stock-price-history'>Emerging Markets Horizon (HORI)</a>,Unclassified
DRAY,Unclassified,macondray-capital-acquisition-i,Macondray Capital Acquisition I,United States,367.64,0,0,0,0,0,0.45,68.35,<a href='https://www.macrotrends.net/stocks/charts/DRAY/macondray-capital-acquisition-i/stock-price-history'>Macondray Capital Acquisition I (DRAY)</a>,Unclassified
CIIG,Unclassified,ciig-capital-partners-ii,CIIG Capital Partners II,United States,367.28,0,0,0,0,0,0,70.03,<a href='https://www.macrotrends.net/stocks/charts/CIIG/ciig-capital-partners-ii/stock-price-history'>CIIG Capital Partners II (CIIG)</a>,Unclassified
IPVI,Unclassified,interprivate-iv-infratech-partners,InterPrivate IV InfraTech Partners,United States,365.05,0,0,0,0,0,20,68.78,<a href='https://www.macrotrends.net/stocks/charts/IPVI/interprivate-iv-infratech-partners/stock-price-history'>InterPrivate IV InfraTech Partners (IPVI)</a>,Unclassified
APTM,Unclassified,alpha-partners-technology-merger,Alpha Partners Technology Merger,United States,364.31,0,0,0,0,0,0,51.7,<a href='https://www.macrotrends.net/stocks/charts/APTM/alpha-partners-technology-merger/stock-price-history'>Alpha Partners Technology Merger (APTM)</a>,Unclassified
XPDB,Unclassified,power-digital-infrastructure-acquisition-ii,Power & Digital Infrastructure Acquisition II,United States,363.69,0,0,0,0,0,0,70.62,<a href='https://www.macrotrends.net/stocks/charts/XPDB/power-digital-infrastructure-acquisition-ii/stock-price-history'>Power & Digital Infrastructure Acquisition II (XPDB)</a>,Unclassified
SPKB,Unclassified,silver-spike-acquisition-corp-ii,Silver Spike Acquisition Corp II,United States,363.43,0,0,0,0,0,0,74.33,<a href='https://www.macrotrends.net/stocks/charts/SPKB/silver-spike-acquisition-corp-ii/stock-price-history'>Silver Spike Acquisition Corp II (SPKB)</a>,Unclassified
TZPS,Unclassified,tzp-strategies-acquisition,TZP Strategies Acquisition,United States,362.89,0,0,0,0,0,20,74.01,<a href='https://www.macrotrends.net/stocks/charts/TZPS/tzp-strategies-acquisition/stock-price-history'>TZP Strategies Acquisition (TZPS)</a>,Unclassified
LCAA,Unclassified,l-catterton-asia-acquisition,L Catterton Asia Acquisition,Singapore,362.04,0,0,0,0,0,20,66.95,<a href='https://www.macrotrends.net/stocks/charts/LCAA/l-catterton-asia-acquisition/stock-price-history'>L Catterton Asia Acquisition (LCAA)</a>,Unclassified
ARRW,Unclassified,arrowroot-acquisition,Arrowroot Acquisition,United States,361.82,0,0,0,0,0,0,64.91,<a href='https://www.macrotrends.net/stocks/charts/ARRW/arrowroot-acquisition/stock-price-history'>Arrowroot Acquisition (ARRW)</a>,Unclassified
FLME,Unclassified,flame-acquisition,Flame Acquisition,United States,361.35,0,0,0,0,0,0,66.78,<a href='https://www.macrotrends.net/stocks/charts/FLME/flame-acquisition/stock-price-history'>Flame Acquisition (FLME)</a>,Unclassified
GAMC,Unclassified,golden-arrow-merger,Golden Arrow Merger,United States,360.81,0,0,0,0,0,20,67.36,<a href='https://www.macrotrends.net/stocks/charts/GAMC/golden-arrow-merger/stock-price-history'>Golden Arrow Merger (GAMC)</a>,Unclassified
DNZ,Unclassified,d-and-z-media-acquisition,D And Z Media Acquisition,,359.73,0,0,0,0,0,19.58,72.4,<a href='https://www.macrotrends.net/stocks/charts/DNZ/d-and-z-media-acquisition/stock-price-history'>D And Z Media Acquisition (DNZ)</a>,Unclassified
WPCA,Unclassified,warburg-pincus-capital-i-a,Warburg Pincus Capital I-A,United States,358.17,0,0,0,0,0,20,75.59,<a href='https://www.macrotrends.net/stocks/charts/WPCA/warburg-pincus-capital-i-a/stock-price-history'>Warburg Pincus Capital I-A (WPCA)</a>,Unclassified
LGVC,Unclassified,lamf-global-ventures-i,LAMF Global Ventures I,United States,357.8,0,0,0,0,0,24.18,60.75,<a href='https://www.macrotrends.net/stocks/charts/LGVC/lamf-global-ventures-i/stock-price-history'>LAMF Global Ventures I (LGVC)</a>,Unclassified
ESAC,Unclassified,esgen-acquisition,ESGEN Acquisition,United States,355.7,0,0,0,0,0,6,74.6,<a href='https://www.macrotrends.net/stocks/charts/ESAC/esgen-acquisition/stock-price-history'>ESGEN Acquisition (ESAC)</a>,Unclassified
ATEK,Unclassified,athena-technology-acquisition-ii,Athena Technology Acquisition II,United States,355.27,0,0,0,0,0,27.93,66.92,<a href='https://www.macrotrends.net/stocks/charts/ATEK/athena-technology-acquisition-ii/stock-price-history'>Athena Technology Acquisition II (ATEK)</a>,Unclassified
NETC,Unclassified,nabors-energy-transition,Nabors Energy Transition,United States,354.66,0,0,0,0,0,20,69.72,<a href='https://www.macrotrends.net/stocks/charts/NETC/nabors-energy-transition/stock-price-history'>Nabors Energy Transition (NETC)</a>,Unclassified
STRE,Unclassified,supernova-partners-acquisition-iii,Supernova Partners Acquisition III,United States,354.45,0,0,0,0,0,20,75.5,<a href='https://www.macrotrends.net/stocks/charts/STRE/supernova-partners-acquisition-iii/stock-price-history'>Supernova Partners Acquisition III (STRE)</a>,Unclassified
EVE,Unclassified,eve-mobility-acquisition,EVe Mobility Acquisition,United States,353.7,0,0,0,0,0,24.2,55.9,<a href='https://www.macrotrends.net/stocks/charts/EVE/eve-mobility-acquisition/stock-price-history'>EVe Mobility Acquisition (EVE)</a>,Unclassified
BMAC,Unclassified,black-mountain-acquisition,Black Mountain Acquisition,United States,352.93,0,0,0,0,0,20,70.69,<a href='https://www.macrotrends.net/stocks/charts/BMAC/black-mountain-acquisition/stock-price-history'>Black Mountain Acquisition (BMAC)</a>,Unclassified
IRAA,Unclassified,iris-acquisition,Iris Acquisition,Cayman Islands,352.93,0,0,0,0,0,10.81,75.18,<a href='https://www.macrotrends.net/stocks/charts/IRAA/iris-acquisition/stock-price-history'>Iris Acquisition (IRAA)</a>,Unclassified
PACI,Unclassified,proof-acquisition-corp-i,PROOF Acquisition Corp I,United States,352.24,0,0,0,0,0,0,67.26,<a href='https://www.macrotrends.net/stocks/charts/PACI/proof-acquisition-corp-i/stock-price-history'>PROOF Acquisition Corp I (PACI)</a>,Unclassified
CNDA,Unclassified,concord-acquisition-corp-ii,Concord Acquisition Corp II,United States,350.12,0,0,0,0,0,0,71.85,<a href='https://www.macrotrends.net/stocks/charts/CNDA/concord-acquisition-corp-ii/stock-price-history'>Concord Acquisition Corp II (CNDA)</a>,Unclassified
TMKR,Unclassified,tastemaker-acquisition,Tastemaker Acquisition,United States,349.83,0,0,0,0,0,20,69.66,<a href='https://www.macrotrends.net/stocks/charts/TMKR/tastemaker-acquisition/stock-price-history'>Tastemaker Acquisition (TMKR)</a>,Unclassified
NVSA,Unclassified,new-vista-acquisition,New Vista Acquisition,United States,348.62,0,0,0,0,0,19.6,65.45,<a href='https://www.macrotrends.net/stocks/charts/NVSA/new-vista-acquisition/stock-price-history'>New Vista Acquisition (NVSA)</a>,Unclassified
EAC,Unclassified,edify-acquisition,Edify Acquisition,United States,348.45,0,0,0,0,0,0,72.87,<a href='https://www.macrotrends.net/stocks/charts/EAC/edify-acquisition/stock-price-history'>Edify Acquisition (EAC)</a>,Unclassified
ADER,Unclassified,26-capital-acquisition,26 Capital Acquisition,United States,348.17,0,0,0,0,0,20,77.6,<a href='https://www.macrotrends.net/stocks/charts/ADER/26-capital-acquisition/stock-price-history'>26 Capital Acquisition (ADER)</a>,Unclassified
JUGG,Unclassified,jaws-juggernaut-acquisition,Jaws Juggernaut Acquisition,United States,347.76,0,0,0,0,0,0,72.52,<a href='https://www.macrotrends.net/stocks/charts/JUGG/jaws-juggernaut-acquisition/stock-price-history'>Jaws Juggernaut Acquisition (JUGG)</a>,Unclassified
PMGM,Unclassified,priveterra-acquisition,Priveterra Acquisition,United States,347.42,0,0,0,0,0,20,66.64,<a href='https://www.macrotrends.net/stocks/charts/PMGM/priveterra-acquisition/stock-price-history'>Priveterra Acquisition (PMGM)</a>,Unclassified
DISA,Unclassified,disruptive-acquisition-i,Disruptive Acquisition I,United States,347.31,0,0,0,0,0,1.96,66.71,<a href='https://www.macrotrends.net/stocks/charts/DISA/disruptive-acquisition-i/stock-price-history'>Disruptive Acquisition I (DISA)</a>,Unclassified
EMLD,Unclassified,ftac-emerald-acquisition,FTAC Emerald Acquisition,United States,347.02,0,0,0,0,0,27.83,65.57,<a href='https://www.macrotrends.net/stocks/charts/EMLD/ftac-emerald-acquisition/stock-price-history'>FTAC Emerald Acquisition (EMLD)</a>,Unclassified
FTEV,Unclassified,fintech-evolution-acquisition-group,FinTech Evolution Acquisition Group,United States,346.8,0,0,0,0,0,20,65.81,<a href='https://www.macrotrends.net/stocks/charts/FTEV/fintech-evolution-acquisition-group/stock-price-history'>FinTech Evolution Acquisition Group (FTEV)</a>,Unclassified
BLEU,Unclassified,bleuacacia-ltd,Bleuacacia Ltd,United States,346.73,0,0,0,0,0,0,69.52,<a href='https://www.macrotrends.net/stocks/charts/BLEU/bleuacacia-ltd/stock-price-history'>Bleuacacia Ltd (BLEU)</a>,Unclassified
HCMA,Unclassified,hcm-acquisition,HCM Acquisition,United States,346.27,0,0,0,0,0,25.9,67.14,<a href='https://www.macrotrends.net/stocks/charts/HCMA/hcm-acquisition/stock-price-history'>HCM Acquisition (HCMA)</a>,Unclassified
FTAA,Unclassified,ftac-athena-acquisition,FTAC Athena Acquisition,United States,345.9,0,0,0,0,0,26.64,67.69,<a href='https://www.macrotrends.net/stocks/charts/FTAA/ftac-athena-acquisition/stock-price-history'>FTAC Athena Acquisition (FTAA)</a>,Unclassified
BACA,Unclassified,berenson-acquisition-i,Berenson Acquisition I,United States,344.91,0,0,0,0,0,72.4,76.29,<a href='https://www.macrotrends.net/stocks/charts/BACA/berenson-acquisition-i/stock-price-history'>Berenson Acquisition I (BACA)</a>,Unclassified
FTPA,Unclassified,ftac-parnassus-acquisition,FTAC Parnassus Acquisition,United States,343.9,0,0,0,0,0,0,65.72,<a href='https://www.macrotrends.net/stocks/charts/FTPA/ftac-parnassus-acquisition/stock-price-history'>FTAC Parnassus Acquisition (FTPA)</a>,Unclassified
PICC,Unclassified,pivotal-investment-iii,Pivotal Investment III,United States,341.89,0,0,0,0,0,20,71.72,<a href='https://www.macrotrends.net/stocks/charts/PICC/pivotal-investment-iii/stock-price-history'>Pivotal Investment III (PICC)</a>,Unclassified
LVRA,Unclassified,levere-holdings,Levere Holdings,Cayman Islands,341.22,0,0,0,0,0,56.99,67.16,<a href='https://www.macrotrends.net/stocks/charts/LVRA/levere-holdings/stock-price-history'>Levere Holdings (LVRA)</a>,Unclassified
ONYX,Unclassified,onyx-acquisition-i,Onyx Acquisition I,United States,341.2,0,0,0,0,0,0,72.62,<a href='https://www.macrotrends.net/stocks/charts/ONYX/onyx-acquisition-i/stock-price-history'>Onyx Acquisition I (ONYX)</a>,Unclassified
ACAQ,Unclassified,athena-consumer-acquisition,Athena Consumer Acquisition,United States,339.08,0,0,0,0,0,28.37,66.72,<a href='https://www.macrotrends.net/stocks/charts/ACAQ/athena-consumer-acquisition/stock-price-history'>Athena Consumer Acquisition (ACAQ)</a>,Unclassified
BLUA,Unclassified,blueriver-acquisition,BlueRiver Acquisition,United States,338.65,0,0,0,0,0,21.5,76.83,<a href='https://www.macrotrends.net/stocks/charts/BLUA/blueriver-acquisition/stock-price-history'>BlueRiver Acquisition (BLUA)</a>,Unclassified
RKTA,Unclassified,rocket-internet-growth-opportunities,Rocket Internet Growth Opportunities,Cayman Islands,336.75,0,0,0,0,0,0,71.39,<a href='https://www.macrotrends.net/stocks/charts/RKTA/rocket-internet-growth-opportunities/stock-price-history'>Rocket Internet Growth Opportunities (RKTA)</a>,Unclassified
PUCK,Unclassified,goal-acquisitions,Goal Acquisitions,United States,333.59,0,0,0,0,0,3.3,73.67,<a href='https://www.macrotrends.net/stocks/charts/PUCK/goal-acquisitions/stock-price-history'>Goal Acquisitions (PUCK)</a>,Unclassified
MTAL,Unclassified,metals-acquisition,Metals Acquisition,United States,332.43,0,0,0,0,0,0,74.77,<a href='https://www.macrotrends.net/stocks/charts/MTAL/metals-acquisition/stock-price-history'>Metals Acquisition (MTAL)</a>,Unclassified
ARCK,Unclassified,arbor-rapha-capital-bioholdings-i,Arbor Rapha Capital Bioholdings I,United States,332.28,0,0,0,0,0,0,68.7,<a href='https://www.macrotrends.net/stocks/charts/ARCK/arbor-rapha-capital-bioholdings-i/stock-price-history'>Arbor Rapha Capital Bioholdings I (ARCK)</a>,Unclassified
IOAC,Unclassified,innovative-acquisition,Innovative Acquisition,United States,331.38,0,0,0,0,0,10.96,62.14,<a href='https://www.macrotrends.net/stocks/charts/IOAC/innovative-acquisition/stock-price-history'>Innovative Acquisition (IOAC)</a>,Unclassified
PEGR,Unclassified,project-energy-reimagined-acquisition,Project Energy Reimagined Acquisition,United States,331.37,0,0,0,0,0,0,68.06,<a href='https://www.macrotrends.net/stocks/charts/PEGR/project-energy-reimagined-acquisition/stock-price-history'>Project Energy Reimagined Acquisition (PEGR)</a>,Unclassified
GGAA,Unclassified,genesis-growth-tech-acquisition,Genesis Growth Tech Acquisition,Switzerland,327.95,0,0,0,0,0,0,66.61,<a href='https://www.macrotrends.net/stocks/charts/GGAA/genesis-growth-tech-acquisition/stock-price-history'>Genesis Growth Tech Acquisition (GGAA)</a>,Unclassified
LANV,Unclassified,lanvins,Lanvins,"Hong Kong, SAR China",327.88,18.49,0,0,0,0,2.72,49.98,<a href='https://www.macrotrends.net/stocks/charts/LANV/lanvins/stock-price-history'>Lanvins (LANV)</a>,Unclassified
PFTA,Unclassified,portage-fintech-acquisition,Portage Fintech Acquisition,United States,325.51,0,0,0,0,0,0,53.26,<a href='https://www.macrotrends.net/stocks/charts/PFTA/portage-fintech-acquisition/stock-price-history'>Portage Fintech Acquisition (PFTA)</a>,Unclassified
VPCB,Unclassified,vpc-impact-acquisition-holdings-ii,VPC Impact Acquisition Holdings II,Cayman Islands,323.27,0,0,0,0,0,20,75.49,<a href='https://www.macrotrends.net/stocks/charts/VPCB/vpc-impact-acquisition-holdings-ii/stock-price-history'>VPC Impact Acquisition Holdings II (VPCB)</a>,Unclassified
PWUP,Unclassified,powerup-acquisition,PowerUp Acquisition,United States,322.5,0,0,0,0,0,0,82.32,<a href='https://www.macrotrends.net/stocks/charts/PWUP/powerup-acquisition/stock-price-history'>PowerUp Acquisition (PWUP)</a>,Unclassified
HWEL,Unclassified,healthwell-acquisition-i,Healthwell Acquisition I,United States,321.55,0,0,0,0,0,0,78.98,<a href='https://www.macrotrends.net/stocks/charts/HWEL/healthwell-acquisition-i/stock-price-history'>Healthwell Acquisition I (HWEL)</a>,Unclassified
RCLF,Unclassified,rosecliff-acquisition-corp-i,Rosecliff Acquisition Corp I,United States,321.26,0,0,0,0,0,0.41,76,<a href='https://www.macrotrends.net/stocks/charts/RCLF/rosecliff-acquisition-corp-i/stock-price-history'>Rosecliff Acquisition Corp I (RCLF)</a>,Unclassified
BYN,Unclassified,banyan-acquisition,Banyan Acquisition,United States,321.17,0,0,0,0,0,22.8,61.88,<a href='https://www.macrotrends.net/stocks/charts/BYN/banyan-acquisition/stock-price-history'>Banyan Acquisition (BYN)</a>,Unclassified
NPAB,Unclassified,new-providence-acquisition-ii,New Providence Acquisition II,United States,319.06,0,0,0,0,0,20,67.71,<a href='https://www.macrotrends.net/stocks/charts/NPAB/new-providence-acquisition-ii/stock-price-history'>New Providence Acquisition II (NPAB)</a>,Unclassified
